detail_konut_tipi_raw,title_raw,duplex_type,is_duplex,is_roof_duplex,is_garden_duplex,is_middle_floor_duplex,is_standard_duplex,duplex_match_source,duplex_source_conflict,extraction_notes,classified_id
Çatı Dubleksi,CENEVİZ ADALARI Projesi 2+1 98m2 Balkonlu Satılık Daire,roof,1,1,0,0,0,detail,0,,1285317448
Dubleks,Kolaylı Kullar Sitesinde SAHİBİNDEN SATILIK,standard,1,0,0,0,1,detail,0,,1308930710
,KW ARVEN'DEN PEKDEMİR EVİMİZ KOCAELİ SİTE'SİNDE SATILIK 3+1,none,0,0,0,0,0,none,0,,1301434420
Çatı Dubleksi,CENEVİZ ADALARI Projesi 2+1 91m2 Satılık Daire,roof,1,1,0,0,0,detail,0,,1285316340
,BAŞİSKELE BARBAROS'DA ELİTİUM SİTESİNDE EŞYALI 1+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1319850750
Bahçe Dubleksi,HAVUZLU SİTENİN EN GÜZEL DAİRESİ HER ŞEY DAHİL FİYAT,garden,1,0,1,0,0,detail,0,,1300451534
,Fırsat Daire! Başiskele Barbaros 1+1 78m² Temelden Satılık,none,0,0,0,0,0,none,0,,1314470506
,Sahibinden satilik.Kullar Kapalı pazar yakininda.,none,0,0,0,0,0,none,0,,1325565176
,BAŞİSKELE KULLAR YAYLACIK MAHALLESİ 2+1 SİTE İÇİ SIFIR DAİRE,none,0,0,0,0,0,none,0,,1322553716
Çatı Dubleksi,SAHİBİNDEN SATILIK للبيع من المالك مباشرة.,roof,1,1,0,0,0,detail,0,,1291146932
,Ful Manzaralı Önü Kapanmaz,none,0,0,0,0,0,none,0,,1318050826
Ara Kat,ÜST GRUP'TAN MEZİRE BAHÇECİK DENİZ MANZARALI 3+1 DAİRE,none,0,0,0,0,0,none,0,,1312433168
,BARBAROS MAHALLESİ SATILIK YÜKSEK GİRİŞ KAT DAİRE,none,0,0,0,0,0,none,0,,1290874633
Dubleks|En Üst Kat|Ara Kat|Çatı Dubleksi,END'DEN BAŞİSKELE ALTINKENT MAH.SATILIK MANZARALI 3+1 DAİRE,roof,1,1,0,0,0,detail,0,,1249325376
,Süper 4+1 Arayanlara...,none,0,0,0,0,0,none,0,,1325478345
,ŞANLI GAYRİMENKULDEN PEKDEMİR EVİMİZ KOCAELİ 4+1 BAHÇE DAİRE,none,0,0,0,0,0,none,0,,1298652975
,Halk Bankası'ndan Kocaeli Başiskele Satılık Konut,none,0,0,0,0,0,none,0,,1325261633
,ALTIN EMLAK' tan KULLAR' da 2+1 SATILIK DAİRE,none,0,0,0,0,0,none,0,,1321505288
Dubleks,PAŞADAG MH DE TALHA PARKTA PROJEMİZDEN 2+1 GENİŞ FERAH DAİREMİZ,standard,1,0,0,0,1,detail,0,,1310283177
,TANYILDIZ- BAŞİSKELE - KARŞIYAKA MH. 1+1 DENİZE SIFIR DAİRELER,none,0,0,0,0,0,none,0,,1324469239
Ara Kat,PEKİN EMLAK'tan satılık daireler,none,0,0,0,0,0,none,0,,1303623790
Ara Kat,SATILIK 2+1 DAİRE BAŞİSKELE,none,0,0,0,0,0,none,0,,1296313852
,Barbaros Mh Düzayak 3+1 Satılık Ferah Daire,none,0,0,0,0,0,none,0,,1324089087
Ara Kat,ESKİDJİDEN BAŞİSKELEDE SİTE İÇERİSİNDE AYRI MUTFAKLI ARAKAT 1+1,none,0,0,0,0,0,none,0,,1305234753
Ara Kat,Başiskele'de 2+1 Deniz Manzaralı Arakat Amerikan Mutfak,none,0,0,0,0,0,none,0,,1318526663
,SATILIK YAYLACIK CADDE ÜZERİNDE 2+1 ARA KAT DAİRE,none,0,0,0,0,0,none,0,,1312476827
Dubleks|Ara Kat Dubleks|Ters Dubleks,Armağan Evler Sitesinde-Asansörlü-Otoparklı-Ebeveyn Banyolu-4+1,middle_floor,1,0,0,1,0,detail,0,,1284605717
Dubleks|Bahçe Dubleksi,BAŞİSKELE BARBAROS'DA ELİTİUM TRİO SİTESİNDE 3+1 SATILIK DAİRE..,garden,1,0,1,0,0,detail,0,,1306146962
Bahçe Dubleksi,sahibinden satılık,garden,1,0,1,0,0,detail,0,,1323134676
